,school,sex,age,address,fam_size,p_status,m_edu,f_edu,reason,guardian,travel_time,study_time,failures,school_sup,fam_sup,paid,activities,higher,internet,romantic,fam_rel,free_time,go_out,dalc,walc,health,absences,objecting,grade
596,MS,F,17,U,GT3,T,4,2,course,mother,2,2,0,no,yes,no,no,yes,yes,no,4,3,3,1,2,4,0,596,17.67
597,MS,F,18,R,GT3,T,2,2,course,mother,3,2,1,no,no,no,yes,yes,no,yes,4,3,3,1,1,4,0,597,3.0
598,MS,M,18,U,LE3,T,1,2,home,mother,2,1,0,no,yes,no,no,yes,no,no,4,1,4,5,5,1,8,598,10.67
599,MS,M,18,R,GT3,T,4,4,other,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,2,5,5,1,1,1,5,599,13.0
600,MS,M,17,R,GT3,T,1,1,other,father,3,1,0,no,no,no,no,no,no,no,4,2,3,3,4,4,4,600,13.0
601,MS,F,18,U,GT3,T,2,2,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,1,3,1,1,1,2,4,601,8.67
602,MS,F,18,U,LE3,T,2,2,course,father,2,3,0,no,no,no,no,yes,yes,yes,5,4,5,1,4,3,0,602,12.0
603,MS,F,18,R,LE3,A,4,2,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,5,3,1,1,1,5,0,603,1.67
604,MS,F,18,U,GT3,T,1,1,course,mother,3,2,1,no,no,no,no,no,no,no,4,4,2,1,2,2,2,604,9.67
605,MS,F,19,U,GT3,T,1,1,other,father,2,1,1,no,no,no,no,no,no,no,5,5,5,2,3,2,0,605,1.67
606,MS,F,17,U,GT3,T,4,2,course,father,2,4,0,no,no,no,no,yes,yes,yes,4,2,3,3,1,5,0,606,18.0
607,MS,F,17,R,LE3,A,2,1,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,5,3,3,1,2,2,5,607,11.33
608,MS,F,18,U,LE3,A,1,1,course,mother,1,2,0,no,no,no,no,yes,no,yes,5,2,3,1,2,3,2,608,9.67
609,MS,F,18,U,GT3,T,1,2,course,father,2,2,0,no,yes,no,no,no,no,no,4,1,1,1,1,4,0,609,11.33
610,MS,F,19,R,GT3,A,1,1,course,other,2,2,3,no,yes,no,yes,no,no,yes,3,5,4,1,4,1,0,610,2.67
611,MS,F,18,R,GT3,T,2,2,home,mother,2,3,0,no,no,no,no,yes,yes,yes,4,2,1,1,1,4,5,611,14.33
612,MS,M,17,R,GT3,T,4,3,home,mother,2,2,1,no,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,612,10.67
613,MS,F,18,U,GT3,T,3,3,course,father,1,2,0,no,yes,no,no,yes,no,yes,5,3,4,1,1,5,0,613,10.0
614,MS,F,17,R,GT3,T,4,4,other,father,2,2,0,no,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,2,614,12.0
615,MS,F,17,U,LE3,A,3,2,reputation,mother,2,2,0,no,no,no,no,yes,no,yes,1,2,3,1,2,5,0,615,14.67
616,MS,M,18,U,LE3,T,1,1,home,father,2,1,0,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,2,616,13.67
617,MS,F,18,U,LE3,T,1,1,course,father,2,3,0,no,no,no,no,yes,yes,no,5,3,2,1,1,4,0,617,18.0
618,MS,F,18,R,LE3,A,1,2,course,mother,3,2,0,no,no,no,no,yes,no,yes,4,3,4,1,4,5,0,618,15.33
619,MS,F,18,U,GT3,T,3,3,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,4,3,2,1,3,3,6,619,12.67
620,MS,F,17,U,LE3,T,4,4,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,2,3,4,1,1,1,4,620,14.67
621,MS,F,17,R,GT3,T,1,2,course,father,2,2,0,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,621,13.0
622,MS,M,18,R,GT3,T,1,3,course,mother,2,2,0,no,yes,yes,no,yes,no,no,3,3,4,2,4,3,0,622,9.0
623,MS,M,18,U,LE3,T,4,4,other,mother,2,3,0,no,no,no,no,yes,yes,yes,4,2,2,2,2,5,0,623,15.67
624,MS,F,17,R,GT3,T,1,1,reputation,mother,3,1,1,no,yes,no,no,yes,yes,yes,5,2,1,1,2,1,0,624,8.33
625,MS,F,18,U,GT3,T,2,3,course,father,2,1,0,no,yes,no,no,yes,yes,yes,5,2,3,1,2,4,0,625,10.0
626,MS,F,18,R,GT3,T,4,4,other,father,3,2,0,no,yes,no,no,yes,yes,yes,3,2,2,4,2,5,0,626,4.0
627,MS,M,18,R,LE3,T,1,2,other,father,3,1,0,no,yes,no,yes,no,yes,yes,4,3,3,2,3,3,3,627,9.67
628,MS,F,17,U,GT3,T,2,2,home,mother,1,3,0,no,no,no,yes,yes,no,yes,3,4,3,1,1,3,8,628,11.0
629,MS,F,17,R,GT3,T,1,2,course,mother,1,1,0,no,no,no,yes,yes,yes,no,3,5,5,1,3,1,4,629,8.0
630,MS,F,18,R,LE3,T,4,4,reputation,mother,2,3,0,no,no,no,no,yes,yes,no,5,4,4,1,1,1,0,630,16.33
631,MS,F,18,R,GT3,T,1,1,home,mother,4,3,0,no,no,no,no,yes,yes,no,4,3,2,1,2,4,4,631,11.0
632,MS,F,19,R,GT3,T,1,1,course,other,2,2,1,no,yes,no,no,yes,yes,yes,4,3,3,1,1,3,4,632,8.0
633,MS,F,18,R,LE3,T,4,4,course,mother,1,2,0,no,no,no,yes,yes,yes,no,5,4,3,3,4,2,1,633,13.67
634,MS,F,18,U,GT3,T,3,3,home,mother,1,2,0,no,no,no,no,yes,yes,yes,4,1,3,1,2,1,1,634,16.0
635,MS,F,17,R,GT3,T,3,1,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,4,5,4,2,3,1,10,635,8.67
636,MS,M,18,U,GT3,T,4,4,home,father,1,2,0,no,no,no,yes,yes,yes,no,3,2,4,1,4,2,4,636,18.0
637,MS,M,18,R,GT3,T,2,1,other,mother,2,1,0,no,no,no,yes,yes,yes,yes,4,4,3,1,3,5,0,637,4.67
638,MS,M,17,U,GT3,T,2,3,home,father,2,2,0,no,no,no,yes,yes,yes,no,4,4,3,1,1,3,4,638,15.0
639,MS,M,19,R,GT3,T,1,1,other,mother,2,1,1,no,no,no,no,yes,no,no,4,3,2,1,3,5,0,639,4.33
640,MS,M,18,R,GT3,T,4,2,home,father,2,1,1,no,no,yes,no,yes,no,no,5,4,3,4,3,3,0,640,4.67
641,MS,F,18,R,GT3,T,2,2,other,mother,2,3,0,no,no,no,no,yes,no,no,5,3,3,1,3,4,0,641,15.33
642,MS,F,17,U,GT3,T,4,3,other,mother,2,2,0,no,no,no,no,yes,yes,no,5,5,4,1,1,1,0,642,8.67
643,MS,F,18,R,GT3,T,4,4,reputation,mother,3,1,0,no,yes,no,yes,yes,yes,yes,4,4,3,2,2,5,4,643,8.67
644,MS,F,19,R,GT3,T,2,3,course,mother,1,3,1,no,no,no,yes,yes,yes,no,5,4,2,1,2,5,4,644,10.33
645,MS,F,18,U,LE3,T,3,1,course,mother,1,2,0,no,yes,no,no,yes,yes,no,4,3,4,1,1,1,4,645,15.33
646,MS,F,18,U,GT3,T,1,1,course,mother,2,2,0,no,no,no,yes,yes,no,no,1,1,1,1,1,5,6,646,10.67
647,MS,M,17,U,LE3,T,3,1,course,mother,2,1,0,no,no,no,no,yes,yes,no,2,4,5,3,4,2,6,647,10.0
648,MS,M,18,R,LE3,T,3,2,course,mother,3,1,0,no,no,no,no,yes,yes,no,4,4,1,3,4,5,4,648,10.67
